# cell_size_um=20.0, domain_size_um=3000.0, description="Spheroid pattern with 4000 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
68,93,Proliferation,true,false,false
47,82,Proliferation,true,true,false
57,74,Proliferation,true,true,true
79,72,Proliferation,true,true,false
88,77,Proliferation,true,true,true
98,87,Proliferation,true,false,true
68,92,Proliferation,true,true,true
88,81,Proliferation,true,true,true
73,58,Proliferation,true,false,false
78,67,Proliferation,true,false,true
53,80,Proliferation,true,false,false
74,109,Proliferation,true,true,true
98,58,Growth_Arrest,false,true,true
41,86,Proliferation,true,false,false
67,81,Proliferation,true,false,true
105,87,Proliferation,true,true,true
61,48,Proliferation,true,true,true
61,56,Proliferation,true,true,true
90,85,Proliferation,true,true,true
63,74,Growth_Arrest,false,true,false
66,105,Proliferation,true,true,true
62,62,Growth_Arrest,false,true,true
44,61,Proliferation,true,false,true
69,82,Proliferation,true,true,true
75,55,Proliferation,true,true,true
85,84,Proliferation,true,false,true
88,43,Proliferation,true,true,false
72,105,Proliferation,true,false,true
75,109,Proliferation,true,true,true
56,67,Proliferation,true,false,true
92,83,Proliferation,true,true,false
84,74,Proliferation,true,false,true
77,109,Proliferation,true,false,false
85,58,Growth_Arrest,false,false,true
106,58,Proliferation,true,false,false
74,90,Proliferation,true,true,false
59,64,Growth_Arrest,false,true,true
77,51,Growth_Arrest,false,true,false
44,64,Growth_Arrest,false,true,true
56,84,Growth_Arrest,false,true,false
72,95,Proliferation,true,false,true
64,66,Proliferation,true,true,false
82,65,Proliferation,true,false,false
50,55,Proliferation,true,true,false
61,82,Proliferation,true,false,true
86,52,Proliferation,true,false,true
69,96,Proliferation,true,false,false
54,96,Proliferation,true,true,false
96,96,Growth_Arrest,false,false,true
81,107,Growth_Arrest,false,true,false
40,69,Proliferation,true,true,false
95,81,Growth_Arrest,false,false,false
107,85,Proliferation,true,false,false
61,76,Growth_Arrest,false,false,false
40,78,Proliferation,true,false,false
71,104,Growth_Arrest,false,true,false
102,70,Growth_Arrest,false,true,true
90,86,Proliferation,true,false,true
52,102,Proliferation,true,false,true
109,71,Growth_Arrest,false,true,true
99,84,Proliferation,true,true,false
78,47,Proliferation,true,true,false
107,60,Proliferation,true,false,false
68,76,Growth_Arrest,false,false,false
99,52,Proliferation,true,true,false
85,50,Proliferation,true,true,false
60,93,Proliferation,true,false,true
89,85,Proliferation,true,true,false
102,94,Proliferation,true,true,false
58,50,Proliferation,true,true,false
63,66,Proliferation,true,false,false
41,72,Growth_Arrest,false,false,true
52,64,Proliferation,true,false,false
87,83,Proliferation,true,false,true
69,48,Proliferation,true,false,false
84,72,Proliferation,true,false,false
48,76,Growth_Arrest,false,true,true
59,83,Proliferation,true,true,true
63,101,Proliferation,true,true,false
94,52,Proliferation,true,false,true
84,100,Proliferation,true,true,true
91,91,Proliferation,true,false,false
