# origin=center, cell_size_um=20.0, domain_size_um=1500.0, description="Spheroid pattern with 200 cells (centre of mass exactly at the domain centre)"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
0,0,Proliferation,true,false,true
1,0,Proliferation,true,true,true
-1,0,Proliferation,true,false,false
0,1,Proliferation,true,false,true
0,-1,Proliferation,true,true,true
1,-1,Proliferation,true,false,true
-1,1,Proliferation,true,true,false
1,1,Proliferation,true,false,false
-1,-1,Proliferation,true,false,true
2,0,Proliferation,true,false,false
-2,0,Proliferation,true,true,false
0,2,Proliferation,true,false,false
0,-2,Proliferation,true,false,true
1,-2,Growth_Arrest,false,false,true
-1,2,Growth_Arrest,false,true,false
2,-1,Growth_Arrest,false,true,false
-2,1,Growth_Arrest,false,false,true
2,1,Growth_Arrest,false,true,true
-2,-1,Growth_Arrest,false,false,false
1,2,Growth_Arrest,false,true,false
-1,-2,Growth_Arrest,false,false,false
2,-2,Growth_Arrest,false,false,true
-2,2,Growth_Arrest,false,false,true
2,2,Growth_Arrest,false,false,true
-2,-2,Growth_Arrest,false,true,false
3,0,Growth_Arrest,false,true,true
-3,0,Growth_Arrest,false,true,true
0,3,Growth_Arrest,false,true,true
0,-3,Growth_Arrest,false,false,false
1,-3,Growth_Arrest,false,false,false
-1,3,Growth_Arrest,false,false,false
3,-1,Growth_Arrest,false,true,false
-3,1,Growth_Arrest,false,false,true
3,1,Growth_Arrest,false,false,true
-3,-1,Growth_Arrest,false,false,true
1,3,Growth_Arrest,false,true,false
-1,-3,Growth_Arrest,false,false,true
2,-3,Growth_Arrest,false,true,true
-2,3,Growth_Arrest,false,true,false
3,-2,Growth_Arrest,false,false,false
-3,2,Growth_Arrest,false,true,true
3,2,Growth_Arrest,false,false,false
-3,-2,Growth_Arrest,false,false,false
2,3,Growth_Arrest,false,true,true
-2,-3,Growth_Arrest,false,true,false
4,0,Growth_Arrest,false,false,true
-4,0,Growth_Arrest,false,true,true
0,4,Growth_Arrest,false,true,false
0,-4,Growth_Arrest,false,true,false
1,-4,Growth_Arrest,false,false,false
-1,4,Growth_Arrest,false,false,true
4,-1,Growth_Arrest,false,false,true
-4,1,Growth_Arrest,false,true,false
4,1,Growth_Arrest,false,false,true
-4,-1,Growth_Arrest,false,false,false
1,4,Growth_Arrest,false,false,false
-1,-4,Growth_Arrest,false,true,true
3,-3,Growth_Arrest,false,true,true
-3,3,Growth_Arrest,false,true,false
3,3,Growth_Arrest,false,true,true
-3,-3,Growth_Arrest,false,true,true
2,-4,Growth_Arrest,false,false,false
-2,4,Growth_Arrest,false,false,false
4,-2,Growth_Arrest,false,true,true
-4,2,Growth_Arrest,false,false,true
4,2,Growth_Arrest,false,false,false
-4,-2,Growth_Arrest,false,false,false
2,4,Growth_Arrest,false,true,false
-2,-4,Growth_Arrest,false,true,true
3,-4,Growth_Arrest,false,false,true
-3,4,Growth_Arrest,false,true,false
4,-3,Growth_Arrest,false,false,false
-4,3,Growth_Arrest,false,false,false
5,0,Growth_Arrest,false,true,true
-5,0,Growth_Arrest,false,false,false
4,3,Growth_Arrest,false,true,false
-4,-3,Growth_Arrest,false,false,false
3,4,Growth_Arrest,false,true,false
-3,-4,Growth_Arrest,false,true,true
0,5,Growth_Arrest,false,false,true
0,-5,Growth_Arrest,false,false,true
1,-5,Growth_Arrest,false,true,true
-1,5,Growth_Arrest,false,false,true
5,-1,Growth_Arrest,false,false,false
-5,1,Growth_Arrest,false,false,true
5,1,Growth_Arrest,false,true,false
-5,-1,Growth_Arrest,false,true,false
1,5,Growth_Arrest,false,true,false
-1,-5,Growth_Arrest,false,true,false
2,-5,Growth_Arrest,false,true,false
-2,5,Growth_Arrest,false,false,false
5,-2,Growth_Arrest,false,true,true
-5,2,Growth_Arrest,false,false,true
5,2,Growth_Arrest,false,true,true
-5,-2,Growth_Arrest,false,true,false
2,5,Growth_Arrest,false,false,true
-2,-5,Growth_Arrest,false,true,true
4,-4,Growth_Arrest,false,false,false
-4,4,Growth_Arrest,false,true,true
4,4,Growth_Arrest,false,true,true
-4,-4,Growth_Arrest,false,true,false
3,-5,Growth_Arrest,false,false,true
-3,5,Growth_Arrest,false,true,false
5,-3,Growth_Arrest,false,false,true
-5,3,Growth_Arrest,false,false,false
5,3,Growth_Arrest,false,true,true
-5,-3,Growth_Arrest,false,true,false
3,5,Growth_Arrest,false,true,false
-3,-5,Growth_Arrest,false,false,true
6,0,Growth_Arrest,false,true,true
-6,0,Growth_Arrest,false,true,true
0,6,Growth_Arrest,false,false,false
0,-6,Growth_Arrest,false,false,false
1,-6,Growth_Arrest,false,true,false
-1,6,Growth_Arrest,false,true,true
6,-1,Growth_Arrest,false,true,true
-6,1,Growth_Arrest,false,true,false
6,1,Growth_Arrest,false,false,true
-6,-1,Growth_Arrest,false,false,false
1,6,Growth_Arrest,false,true,false
-1,-6,Growth_Arrest,false,true,true
2,-6,Growth_Arrest,false,true,false
-2,6,Growth_Arrest,false,false,true
6,-2,Growth_Arrest,false,false,true
-6,2,Growth_Arrest,false,true,true
6,2,Growth_Arrest,false,false,false
-6,-2,Growth_Arrest,false,true,false
2,6,Growth_Arrest,false,false,true
-2,-6,Growth_Arrest,false,true,true
4,-5,Growth_Arrest,false,true,false
-4,5,Growth_Arrest,false,true,true
5,-4,Growth_Arrest,false,false,true
-5,4,Growth_Arrest,false,true,true
5,4,Growth_Arrest,false,true,true
-5,-4,Growth_Arrest,false,false,false
4,5,Growth_Arrest,false,true,true
-4,-5,Growth_Arrest,false,true,true
3,-6,Growth_Arrest,false,true,true
-3,6,Growth_Arrest,false,true,true
6,-3,Growth_Arrest,false,true,true
-6,3,Growth_Arrest,false,true,false
6,3,Growth_Arrest,false,false,false
-6,-3,Growth_Arrest,false,true,false
3,6,Growth_Arrest,false,false,true
-3,-6,Growth_Arrest,false,false,true
7,0,Growth_Arrest,false,false,false
-7,0,Growth_Arrest,false,true,false
0,7,Growth_Arrest,false,false,true
0,-7,Growth_Arrest,false,true,false
1,-7,Growth_Arrest,false,true,false
-1,7,Growth_Arrest,false,false,true
5,-5,Growth_Arrest,false,true,true
-5,5,Growth_Arrest,false,true,true
7,-1,Growth_Arrest,false,true,false
-7,1,Growth_Arrest,false,true,false
7,1,Growth_Arrest,false,false,false
-7,-1,Growth_Arrest,false,false,true
5,5,Growth_Arrest,false,true,true
-5,-5,Growth_Arrest,false,false,false
1,7,Growth_Arrest,false,false,false
-1,-7,Growth_Arrest,false,true,true
4,-6,Growth_Arrest,false,true,false
-4,6,Growth_Arrest,false,true,true
6,-4,Growth_Arrest,false,true,true
-6,4,Growth_Arrest,false,false,false
6,4,Growth_Arrest,false,false,true
-6,-4,Growth_Arrest,false,false,false
4,6,Growth_Arrest,false,false,false
-4,-6,Growth_Arrest,false,true,true
2,-7,Growth_Arrest,false,false,false
-2,7,Growth_Arrest,false,false,false
7,-2,Growth_Arrest,false,false,false
-7,2,Growth_Arrest,false,false,true
7,2,Growth_Arrest,false,true,false
-7,-2,Growth_Arrest,false,false,true
2,7,Growth_Arrest,false,true,true
-2,-7,Growth_Arrest,false,true,false
3,-7,Growth_Arrest,false,false,true
-3,7,Growth_Arrest,false,false,true
7,-3,Growth_Arrest,false,true,true
-7,3,Growth_Arrest,false,false,true
7,3,Growth_Arrest,false,false,true
-7,-3,Growth_Arrest,false,true,false
3,7,Growth_Arrest,false,true,true
-3,-7,Growth_Arrest,false,false,false
5,-6,Growth_Arrest,false,false,false
-5,6,Growth_Arrest,false,false,true
6,-5,Growth_Arrest,false,false,false
-6,5,Growth_Arrest,false,true,false
6,5,Growth_Arrest,false,true,false
-6,-5,Growth_Arrest,false,false,true
5,6,Growth_Arrest,false,true,true
-5,-6,Growth_Arrest,false,true,true
8,0,Growth_Arrest,false,false,false
-8,0,Growth_Arrest,false,true,true
0,8,Growth_Arrest,false,true,false
0,-8,Growth_Arrest,false,false,true
-8,-2,Growth_Arrest,false,false,true
2,8,Growth_Arrest,false,true,false
6,-6,Growth_Arrest,false,true,true
