# cell_size_um=20.0, domain_size_um=3000.0, description="Spheroid pattern with 3000 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
61,82,Proliferation,true,false,false
59,100,Proliferation,true,false,false
102,73,Proliferation,true,true,false
94,61,Proliferation,true,false,false
53,90,Proliferation,true,false,true
96,96,Growth_Arrest,false,true,false
76,103,Proliferation,true,true,false
55,56,Proliferation,true,false,true
99,78,Proliferation,true,false,false
69,92,Proliferation,true,false,false
104,79,Proliferation,true,false,false
87,53,Proliferation,true,true,true
51,80,Growth_Arrest,false,false,true
52,89,Proliferation,true,true,true
73,48,Proliferation,true,true,true
48,84,Proliferation,true,true,false
88,68,Growth_Arrest,false,true,false
79,73,Proliferation,true,true,true
86,51,Growth_Arrest,false,false,false
93,87,Proliferation,true,true,true
81,93,Proliferation,true,false,true
68,48,Proliferation,true,true,true
64,82,Proliferation,true,true,true
69,98,Proliferation,true,false,false
98,58,Proliferation,true,true,true
81,97,Proliferation,true,true,true
92,80,Growth_Arrest,false,false,false
98,81,Proliferation,true,true,true
98,87,Proliferation,true,true,true
103,67,Growth_Arrest,false,true,false
68,87,Proliferation,true,true,false
94,79,Proliferation,true,true,true
91,79,Growth_Arrest,false,true,true
97,71,Proliferation,true,true,true
79,64,Proliferation,true,true,false
57,88,Proliferation,true,false,false
68,64,Growth_Arrest,false,false,true
63,52,Growth_Arrest,false,false,true
74,100,Proliferation,true,false,true
76,90,Proliferation,true,true,false
59,65,Growth_Arrest,false,false,false
63,69,Proliferation,true,true,false
100,70,Proliferation,true,false,true
55,86,Proliferation,true,true,true
59,80,Proliferation,true,false,false
74,98,Proliferation,true,false,false
59,71,Growth_Arrest,false,false,true
63,63,Growth_Arrest,false,true,false
58,95,Proliferation,true,false,true
101,64,Proliferation,true,false,true
53,91,Proliferation,true,false,true
46,76,Growth_Arrest,false,true,true
71,97,Proliferation,true,true,false
95,83,Proliferation,true,false,false
74,65,Proliferation,true,false,true
81,64,Proliferation,true,false,true
93,54,Growth_Arrest,false,true,true
56,99,Proliferation,true,true,false
60,50,Growth_Arrest,false,true,true
83,87,Proliferation,true,false,false
104,72,Proliferation,true,true,false
86,49,Growth_Arrest,false,true,false
55,83,Proliferation,true,true,false
81,74,Growth_Arrest,false,true,false
90,101,Growth_Arrest,false,false,true
63,60,Growth_Arrest,false,false,false
62,77,Growth_Arrest,false,false,false
54,83,Proliferation,true,false,false
81,77,Growth_Arrest,false,false,true
86,72,Proliferation,true,true,true
90,57,Proliferation,true,false,false
98,83,Proliferation,true,true,true
69,48,Growth_Arrest,false,false,false
59,51,Growth_Arrest,false,false,true
86,99,Proliferation,true,false,false
79,72,Proliferation,true,false,true
79,89,Proliferation,true,true,false
93,71,Growth_Arrest,false,false,true
74,81,Growth_Arrest,false,true,true
85,65,Proliferation,true,false,true
90,69,Proliferation,true,false,false
53,95,Proliferation,true,true,true
48,87,Proliferation,true,false,false
85,95,Proliferation,true,false,false
66,52,Proliferation,true,true,false
52,61,Proliferation,true,false,true
64,90,Proliferation,true,false,false
87,58,Proliferation,true,false,false
74,82,Growth_Arrest,false,true,true
87,85,Growth_Arrest,false,false,false
60,55,Growth_Arrest,false,true,true
96,89,Growth_Arrest,false,false,false
94,64,Growth_Arrest,false,true,true
74,44,Proliferation,true,true,false
79,80,Proliferation,true,false,false
53,78,Growth_Arrest,false,true,true
