# cell_size_um=20.0, domain_size_um=3000.0, description="Spheroid pattern with 500 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
66,67,Proliferation,true,false,false
75,81,Growth_Arrest,false,false,true
67,77,Proliferation,true,false,true
83,67,Proliferation,true,false,true
70,73,Proliferation,true,false,true
86,70,Growth_Arrest,false,false,true
82,71,Growth_Arrest,false,true,false
78,63,Proliferation,true,false,true
62,75,Proliferation,true,true,true
80,72,Growth_Arrest,false,true,false
70,76,Proliferation,true,false,false
65,72,Growth_Arrest,false,true,true
72,85,Proliferation,true,true,true
86,75,Proliferation,true,false,true
72,77,Proliferation,true,true,false
78,65,Proliferation,true,true,true
83,72,Growth_Arrest,false,true,false
74,77,Proliferation,true,true,false
78,64,Growth_Arrest,false,false,false
71,70,Growth_Arrest,false,true,true
63,77,Growth_Arrest,false,false,false
66,72,Proliferation,true,false,false
66,75,Proliferation,true,true,true
66,78,Proliferation,true,true,false
67,71,Growth_Arrest,false,false,false
79,86,Growth_Arrest,false,true,true
85,69,Proliferation,true,true,true
76,87,Proliferation,true,false,false
77,70,Proliferation,true,true,true
79,68,Growth_Arrest,false,true,true
67,84,Growth_Arrest,false,true,false
70,83,Growth_Arrest,false,true,true
72,66,Proliferation,true,true,false
83,82,Proliferation,true,true,false
63,79,Proliferation,true,true,false
82,82,Proliferation,true,true,false
76,84,Growth_Arrest,false,true,false
85,70,Growth_Arrest,false,false,true
80,78,Proliferation,true,true,false
68,68,Growth_Arrest,false,false,true
70,78,Growth_Arrest,false,true,true
66,73,Proliferation,true,false,true
75,78,Proliferation,true,true,false
86,77,Proliferation,true,true,true
67,67,Proliferation,true,true,false
80,65,Proliferation,true,false,false
82,79,Proliferation,true,false,true
77,84,Proliferation,true,true,false
85,81,Proliferation,true,true,false
67,82,Proliferation,true,false,false
85,78,Proliferation,true,true,false
72,79,Proliferation,true,true,true
69,81,Proliferation,true,true,true
82,70,Proliferation,true,true,false
79,66,Proliferation,true,true,false
80,83,Proliferation,true,false,true
74,66,Proliferation,true,true,true
77,71,Growth_Arrest,false,false,true
76,65,Proliferation,true,true,false
71,84,Growth_Arrest,false,true,true
71,64,Proliferation,true,false,false
83,77,Proliferation,true,false,true
72,78,Proliferation,true,false,true
73,69,Growth_Arrest,false,true,true
65,79,Growth_Arrest,false,true,true
72,75,Growth_Arrest,false,true,false
70,86,Growth_Arrest,false,true,true
82,66,Proliferation,true,false,false
69,65,Proliferation,true,true,true
64,73,Proliferation,true,false,false
72,86,Proliferation,true,true,true
84,67,Growth_Arrest,false,false,false
70,70,Proliferation,true,false,false
71,73,Proliferation,true,true,false
63,71,Proliferation,true,true,true
68,85,Growth_Arrest,false,true,true
77,80,Growth_Arrest,false,false,true
81,80,Growth_Arrest,false,false,true
73,77,Proliferation,true,false,false
68,83,Proliferation,true,false,true
82,73,Proliferation,true,false,true
74,69,Proliferation,true,true,false
73,86,Proliferation,true,true,false
77,76,Proliferation,true,true,false
67,83,Proliferation,true,false,false
85,68,Proliferation,true,false,false
77,65,Growth_Arrest,false,false,false
77,85,Growth_Arrest,false,true,true
79,69,Proliferation,true,true,true
72,67,Growth_Arrest,false,false,false
86,74,Proliferation,true,true,false
74,78,Proliferation,true,true,true
64,74,Proliferation,true,true,false
74,62,Proliferation,true,true,true
71,75,Proliferation,true,false,true
70,68,Growth_Arrest,false,false,false
68,82,Growth_Arrest,false,false,true
63,78,Proliferation,true,true,false
73,73,Proliferation,true,true,true
82,78,Proliferation,true,false,false
86,76,Growth_Arrest,false,true,false
82,65,Proliferation,true,false,true
76,82,Proliferation,true,true,false
82,75,Growth_Arrest,false,true,false
72,74,Growth_Arrest,false,true,false
80,73,Proliferation,true,false,true
67,75,Proliferation,true,true,true
69,70,Proliferation,true,false,true
65,73,Growth_Arrest,false,false,true
80,67,Proliferation,true,true,false
67,70,Proliferation,true,false,false
73,72,Proliferation,true,false,true
83,78,Proliferation,true,false,false
77,68,Proliferation,true,true,false
69,85,Proliferation,true,false,false
81,66,Proliferation,true,true,false
72,71,Growth_Arrest,false,false,false
75,68,Proliferation,true,false,false
82,68,Proliferation,true,false,true
80,81,Growth_Arrest,false,false,false
77,72,Proliferation,true,true,false
75,86,Growth_Arrest,false,false,true
66,77,Growth_Arrest,false,true,true
64,80,Proliferation,true,false,true
70,72,Growth_Arrest,false,true,false
74,79,Proliferation,true,true,true
78,71,Proliferation,true,true,true
86,78,Growth_Arrest,false,false,true
67,69,Growth_Arrest,false,true,true
70,84,Growth_Arrest,false,true,true
