# origin=center, cell_size_um=20.0, domain_size_um=3000.0, description="Spheroid pattern with 2000 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
-16,6,Proliferation,true,true,true
-21,-4,Proliferation,true,true,true
-20,-7,Proliferation,true,true,true
-19,13,Proliferation,true,false,false
-10,6,Growth_Arrest,false,false,false
-20,-2,Proliferation,true,true,true
-15,20,Proliferation,true,true,true
22,4,Proliferation,true,true,false
-16,-8,Proliferation,true,false,true
16,11,Growth_Arrest,false,true,true
4,-20,Growth_Arrest,false,true,true
-17,14,Proliferation,true,false,false
-11,-21,Growth_Arrest,false,false,false
13,1,Proliferation,true,true,false
-6,17,Proliferation,true,false,false
3,19,Growth_Arrest,false,true,true
-16,-2,Proliferation,true,false,true
1,-18,Proliferation,true,false,false
-24,-3,Growth_Arrest,false,false,true
-3,-17,Proliferation,true,false,false
16,-11,Growth_Arrest,false,true,false
3,6,Proliferation,true,false,false
-19,5,Proliferation,true,false,true
-6,-12,Proliferation,true,true,true
-9,11,Proliferation,true,true,false
21,-8,Growth_Arrest,false,false,false
10,-2,Proliferation,true,false,false
-3,-12,Growth_Arrest,false,true,false
16,4,Growth_Arrest,false,false,true
16,10,Proliferation,true,false,true
-14,18,Proliferation,true,true,true
-12,17,Proliferation,true,false,true
-8,-21,Growth_Arrest,false,false,true
-11,-9,Proliferation,true,true,false
21,-1,Proliferation,true,false,true
-6,12,Growth_Arrest,false,true,false
-20,-9,Proliferation,true,false,false
18,-12,Proliferation,true,false,true
-8,11,Growth_Arrest,false,false,true
23,2,Proliferation,true,false,false
-5,6,Proliferation,true,true,true
-13,-11,Proliferation,true,false,true
-2,-3,Proliferation,true,true,true
-21,14,Proliferation,true,true,false
-10,11,Proliferation,true,true,false
6,4,Proliferation,true,false,false
2,-15,Growth_Arrest,false,true,true
-23,6,Proliferation,true,false,false
-3,14,Growth_Arrest,false,false,true
-2,-2,Proliferation,true,false,true
-5,-7,Proliferation,true,false,true
-15,3,Proliferation,true,false,false
-20,10,Proliferation,true,true,false
-12,-18,Proliferation,true,false,false
0,2,Proliferation,true,false,true
12,18,Proliferation,true,true,true
21,9,Growth_Arrest,false,false,true
18,11,Proliferation,true,false,false
16,6,Growth_Arrest,false,true,false
-16,-19,Growth_Arrest,false,false,false
12,6,Growth_Arrest,false,true,false
-1,17,Proliferation,true,false,false
6,-22,Growth_Arrest,false,false,true
20,-1,Growth_Arrest,false,false,true
-10,0,Proliferation,true,false,true
13,7,Growth_Arrest,false,true,false
-11,-2,Growth_Arrest,false,true,true
-16,-9,Growth_Arrest,false,false,true
4,-6,Growth_Arrest,false,false,false
8,2,Proliferation,true,true,false
-2,12,Proliferation,true,true,false
-14,-19,Growth_Arrest,false,false,true
-23,4,Proliferation,true,true,true
-4,8,Proliferation,true,false,false
-1,22,Growth_Arrest,false,true,false
