# origin=center, cell_size_um=20.0, domain_size_um=1500.0, description="Spheroid pattern with 3000 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
12,17,Growth_Arrest,false,false,false
-30,3,Proliferation,true,false,true
-16,8,Proliferation,true,false,false
-13,20,Proliferation,true,false,false
-19,-6,Proliferation,true,true,true
-14,-3,Growth_Arrest,false,false,false
-8,-23,Proliferation,true,true,false
-3,-5,Growth_Arrest,false,false,true
-24,1,Proliferation,true,true,false
23,16,Proliferation,true,false,true
-30,7,Proliferation,true,true,false
-26,6,Proliferation,true,false,true
-17,-5,Growth_Arrest,false,false,false
0,-24,Proliferation,true,true,false
26,-1,Growth_Arrest,false,true,true
-16,16,Proliferation,true,false,false
12,15,Growth_Arrest,false,true,false
26,-5,Proliferation,true,true,true
10,-7,Proliferation,true,false,false
-4,-1,Proliferation,true,false,false
-5,-22,Growth_Arrest,false,true,true
21,-8,Growth_Arrest,false,false,true
9,-20,Proliferation,true,false,true
27,-13,Proliferation,true,true,true
2,10,Proliferation,true,true,true
-13,16,Proliferation,true,false,false
-9,7,Proliferation,true,false,true
19,-2,Proliferation,true,false,false
-7,13,Proliferation,true,false,false
9,-18,Proliferation,true,true,false
-2,16,Proliferation,true,false,true
5,-16,Growth_Arrest,false,true,true
16,18,Proliferation,true,true,true
20,-7,Growth_Arrest,false,false,true
17,21,Proliferation,true,false,false
11,19,Proliferation,true,false,true
-22,5,Proliferation,true,false,false
6,-4,Proliferation,true,false,true
24,5,Growth_Arrest,false,false,true
-18,13,Proliferation,true,false,false
-27,11,Proliferation,true,true,true
22,-19,Proliferation,true,false,true
7,-2,Proliferation,true,false,false
-13,21,Growth_Arrest,false,true,true
-18,-6,Proliferation,true,false,false
-25,12,Proliferation,true,false,false
-6,-30,Growth_Arrest,false,true,true
-27,4,Proliferation,true,true,true
-9,12,Proliferation,true,false,false
29,3,Growth_Arrest,false,true,false
-13,-15,Proliferation,true,true,true
8,-9,Proliferation,true,true,true
-2,24,Proliferation,true,true,false
-13,5,Proliferation,true,true,false
0,23,Proliferation,true,false,true
16,-3,Growth_Arrest,false,false,false
29,6,Proliferation,true,true,true
25,-14,Proliferation,true,true,false
14,-5,Growth_Arrest,false,false,true
-23,-10,Proliferation,true,false,true
14,16,Growth_Arrest,false,false,true
-14,10,Proliferation,true,false,false
-18,18,Proliferation,true,false,true
-1,-28,Proliferation,true,true,true
9,20,Proliferation,true,true,true
-22,-3,Proliferation,true,false,false
4,-20,Growth_Arrest,false,true,true
-5,-14,Growth_Arrest,false,true,false
-26,-11,Growth_Arrest,false,false,false
-15,-25,Growth_Arrest,false,true,true
-5,13,Proliferation,true,true,true
26,0,Proliferation,true,true,true
0,16,Proliferation,true,true,true
16,-18,Proliferation,true,false,true
9,-8,Proliferation,true,false,true
6,-17,Proliferation,true,false,false
27,11,Growth_Arrest,false,true,false
24,-12,Proliferation,true,true,true
1,-18,Proliferation,true,true,true
18,-14,Proliferation,true,true,false
-4,15,Proliferation,true,false,false
12,-28,Proliferation,true,true,true
-13,13,Proliferation,true,false,true
8,-5,Proliferation,true,true,false
-19,2,Growth_Arrest,false,false,true
-29,-3,Proliferation,true,true,true
-13,-9,Growth_Arrest,false,true,false
-7,-16,Proliferation,true,false,true
15,13,Growth_Arrest,false,true,true
29,-2,Growth_Arrest,false,true,true
-22,-20,Proliferation,true,true,true
-21,22,Growth_Arrest,false,false,true
14,-2,Proliferation,true,true,true
8,-12,Proliferation,true,false,true
16,-7,Proliferation,true,false,true
11,-4,Proliferation,true,true,true
8,18,Growth_Arrest,false,false,false
-14,9,Proliferation,true,false,true
17,-13,Proliferation,true,true,false
-11,-12,Growth_Arrest,false,false,true
