# origin=center, cell_size_um=20.0, domain_size_um=10000.0, description="Spheroid pattern with 50000 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
-64,-60,Growth_Arrest,false,false,false
-40,-28,Proliferation,true,false,true
71,30,Proliferation,true,true,false
-31,4,Proliferation,true,true,false
84,44,Growth_Arrest,false,true,true
111,1,Proliferation,true,false,true
-106,19,Proliferation,true,true,true
81,15,Proliferation,true,true,false
-116,-10,Proliferation,true,true,true
-61,47,Proliferation,true,true,true
12,-58,Proliferation,true,true,true
-30,-88,Proliferation,true,true,true
-18,16,Proliferation,true,true,true
51,66,Proliferation,true,false,false
-118,25,Proliferation,true,false,false
-88,20,Proliferation,true,true,false
-5,56,Proliferation,true,false,false
-47,23,Proliferation,true,true,true
76,90,Proliferation,true,true,false
2,-42,Proliferation,true,true,true
-69,-73,Proliferation,true,false,false
57,-88,Proliferation,true,false,false
32,112,Proliferation,true,false,false
-106,-48,Proliferation,true,false,false
73,67,Proliferation,true,true,false
-8,30,Proliferation,true,false,false
12,-62,Proliferation,true,true,true
76,-5,Proliferation,true,true,true
75,10,Proliferation,true,false,true
57,38,Proliferation,true,false,false
-89,-4,Growth_Arrest,false,false,true
-62,-24,Growth_Arrest,false,false,false
58,89,Proliferation,true,true,false
92,54,Growth_Arrest,false,false,true
68,-71,Proliferation,true,true,true
-19,-42,Proliferation,true,false,true
96,29,Proliferation,true,false,false
28,-96,Proliferation,true,true,true
-9,-78,Proliferation,true,true,false
-106,-24,Growth_Arrest,false,false,true
-66,-74,Proliferation,true,false,true
113,22,Proliferation,true,true,false
55,45,Proliferation,true,true,false
-68,61,Proliferation,true,true,false
-96,-41,Growth_Arrest,false,true,true
-4,-39,Proliferation,true,true,false
32,-31,Proliferation,true,true,true
80,22,Proliferation,true,false,true
97,19,Proliferation,true,true,false
-97,68,Growth_Arrest,false,false,false
-48,74,Proliferation,true,true,false
-16,27,Proliferation,true,true,false
-102,11,Growth_Arrest,false,true,false
-47,30,Proliferation,true,false,false
-12,106,Proliferation,true,true,false
-59,-66,Proliferation,true,false,true
-20,82,Proliferation,true,true,true
68,-34,Growth_Arrest,false,true,false
-87,-51,Growth_Arrest,false,false,true
87,72,Growth_Arrest,false,false,false
-95,-60,Proliferation,true,true,true
-87,57,Proliferation,true,true,false
-13,-85,Proliferation,true,true,true
43,-51,Growth_Arrest,false,true,true
7,89,Proliferation,true,true,false
98,-49,Proliferation,true,true,true
0,92,Proliferation,true,true,false
-81,59,Growth_Arrest,false,false,true
43,110,Proliferation,true,false,true
23,-90,Proliferation,true,true,true
48,74,Proliferation,true,true,true
-13,-34,Growth_Arrest,false,false,false
42,80,Growth_Arrest,false,true,true
8,-60,Proliferation,true,false,false
81,-94,Growth_Arrest,false,true,true
69,-94,Proliferation,true,false,true
9,74,Growth_Arrest,false,false,true
-80,92,Proliferation,true,true,true
7,-117,Proliferation,true,true,false
50,54,Proliferation,true,false,false
121,-22,Proliferation,true,true,false
-49,-66,Growth_Arrest,false,true,false
-85,4,Proliferation,true,false,true
5,-24,Proliferation,true,true,false
-59,-84,Proliferation,true,false,true
-54,2,Proliferation,true,true,false
37,-91,Proliferation,true,false,true
-98,-43,Growth_Arrest,false,false,true
79,-79,Growth_Arrest,false,false,false
81,-2,Growth_Arrest,false,false,true
