# cell_size_um=20.0, domain_size_um=3000.0, description="Spheroid pattern with 9000 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
47,49,Proliferation,true,false,true
95,62,Growth_Arrest,false,false,false
56,51,Proliferation,true,true,false
113,50,Growth_Arrest,false,true,false
111,51,Proliferation,true,true,true
120,74,Proliferation,true,false,true
39,88,Proliferation,true,true,false
76,95,Proliferation,true,false,true
95,109,Growth_Arrest,false,false,false
58,50,Growth_Arrest,false,true,true
107,94,Proliferation,true,true,true
115,95,Proliferation,true,false,false
112,97,Proliferation,true,false,true
52,59,Growth_Arrest,false,false,true
45,52,Growth_Arrest,false,false,false
122,71,Proliferation,true,false,true
26,97,Proliferation,true,true,true
63,103,Proliferation,true,false,false
56,57,Growth_Arrest,false,true,true
99,69,Proliferation,true,true,false
58,60,Growth_Arrest,false,true,true
96,79,Proliferation,true,false,false
74,109,Growth_Arrest,false,true,true
89,48,Growth_Arrest,false,true,false
95,37,Growth_Arrest,false,false,false
97,45,Proliferation,true,true,false
82,56,Proliferation,true,false,true
57,31,Growth_Arrest,false,true,false
36,56,Proliferation,true,false,false
51,37,Growth_Arrest,false,false,false
53,68,Proliferation,true,true,false
73,103,Proliferation,true,false,true
85,57,Growth_Arrest,false,true,false
67,73,Proliferation,true,false,true
88,111,Proliferation,true,false,true
62,93,Growth_Arrest,false,true,true
98,84,Proliferation,true,true,true
87,74,Growth_Arrest,false,false,true
50,122,Proliferation,true,true,true
36,82,Proliferation,true,false,false
84,91,Growth_Arrest,false,false,true
100,111,Growth_Arrest,false,false,false
117,96,Proliferation,true,true,false
40,95,Proliferation,true,true,false
52,75,Growth_Arrest,false,false,true
100,69,Proliferation,true,false,false
96,63,Proliferation,true,false,false
97,119,Proliferation,true,true,false
82,93,Proliferation,true,true,true
121,53,Proliferation,true,true,false
72,51,Proliferation,true,false,false
85,29,Proliferation,true,true,true
102,118,Proliferation,true,true,false
66,77,Growth_Arrest,false,false,false
69,87,Proliferation,true,false,true
89,63,Growth_Arrest,false,true,false
49,46,Growth_Arrest,false,false,true
87,88,Growth_Arrest,false,true,false
82,95,Proliferation,true,true,true
51,43,Growth_Arrest,false,false,true
95,57,Proliferation,true,false,true
61,50,Proliferation,true,true,true
80,95,Growth_Arrest,false,true,false
115,92,Proliferation,true,false,false
46,60,Proliferation,true,true,false
102,81,Proliferation,true,false,false
99,36,Proliferation,true,true,false
86,37,Proliferation,true,true,true
67,112,Proliferation,true,false,false
41,84,Growth_Arrest,false,false,false
87,113,Proliferation,true,true,true
74,101,Growth_Arrest,false,true,false
26,72,Proliferation,true,false,true
107,57,Proliferation,true,true,true
37,60,Proliferation,true,false,false
101,93,Growth_Arrest,false,false,false
59,81,Growth_Arrest,false,true,false
102,110,Growth_Arrest,false,false,false
80,45,Growth_Arrest,false,false,false
33,92,Growth_Arrest,false,true,false
124,84,Proliferation,true,true,false
116,63,Growth_Arrest,false,false,true
72,106,Proliferation,true,true,true
73,120,Growth_Arrest,false,false,true
39,40,Proliferation,true,true,true
66,51,Proliferation,true,true,true
23,80,Proliferation,true,true,false
32,80,Proliferation,true,true,true
101,99,Growth_Arrest,false,true,true
107,43,Proliferation,true,false,true
45,80,Growth_Arrest,false,false,true
73,97,Growth_Arrest,false,true,false
40,96,Growth_Arrest,false,true,false
61,71,Proliferation,true,false,false
28,62,Proliferation,true,true,false
60,62,Proliferation,true,false,false
69,67,Proliferation,true,true,true
105,112,Proliferation,true,true,true
82,23,Proliferation,true,false,true
89,79,Growth_Arrest,false,false,true
47,38,Proliferation,true,false,false
49,90,Proliferation,true,false,true
85,118,Growth_Arrest,false,true,true
32,46,Growth_Arrest,false,false,false
31,87,Growth_Arrest,false,false,false
98,44,Growth_Arrest,false,false,true
110,98,Growth_Arrest,false,false,false
59,64,Growth_Arrest,false,false,false
126,67,Proliferation,true,true,true
55,53,Proliferation,true,true,true
95,86,Growth_Arrest,false,true,true
86,102,Growth_Arrest,false,true,true
57,43,Proliferation,true,true,false
37,75,Proliferation,true,true,true
112,69,Proliferation,true,true,true
108,93,Proliferation,true,false,true
93,92,Growth_Arrest,false,true,false
96,90,Growth_Arrest,false,false,false
41,92,Proliferation,true,false,true
25,94,Proliferation,true,true,false
69,35,Growth_Arrest,false,true,false
97,28,Proliferation,true,true,true
41,76,Proliferation,true,false,true
66,93,Proliferation,true,false,false
81,122,Proliferation,true,false,false
36,73,Proliferation,true,false,false
119,84,Growth_Arrest,false,true,true
117,95,Proliferation,true,false,false
124,81,Proliferation,true,true,true
90,63,Proliferation,true,false,true
65,73,Proliferation,true,true,false
111,111,Growth_Arrest,false,true,false
56,48,Growth_Arrest,false,true,false
76,43,Proliferation,true,false,true
82,52,Growth_Arrest,false,false,true
28,85,Proliferation,true,true,true
103,53,Proliferation,true,true,true
79,114,Proliferation,true,true,true
88,59,Proliferation,true,false,false
48,56,Growth_Arrest,false,false,true
97,109,Growth_Arrest,false,true,true
63,111,Proliferation,true,true,false
67,125,Proliferation,true,true,false
123,89,Proliferation,true,false,false
111,109,Proliferation,true,false,false
55,47,Proliferation,true,false,false
50,87,Growth_Arrest,false,false,false
45,81,Proliferation,true,false,true
69,107,Proliferation,true,true,true
62,119,Proliferation,true,true,true
44,82,Proliferation,true,false,false
92,95,Growth_Arrest,false,false,false
79,93,Proliferation,true,false,false
111,98,Growth_Arrest,false,false,true
107,85,Proliferation,true,true,true
90,36,Proliferation,true,true,true
90,68,Proliferation,true,false,true
92,32,Proliferation,true,true,true
98,69,Proliferation,true,false,false
66,64,Growth_Arrest,false,true,true
98,81,Proliferation,true,true,true
50,30,Proliferation,true,false,false
29,81,Growth_Arrest,false,true,false
33,89,Growth_Arrest,false,true,true
123,84,Proliferation,true,false,true
68,33,Growth_Arrest,false,false,false
120,58,Growth_Arrest,false,true,false
64,57,Proliferation,true,false,false
100,42,Proliferation,true,false,true
51,39,Proliferation,true,false,true
95,110,Proliferation,true,false,true
80,125,Proliferation,true,true,true
73,37,Growth_Arrest,false,false,true
71,97,Proliferation,true,false,true
83,74,Proliferation,true,false,true
69,55,Proliferation,true,false,false
26,77,Proliferation,true,true,true
103,115,Growth_Arrest,false,false,true
65,23,Proliferation,true,false,false
25,64,Proliferation,true,true,false
86,56,Proliferation,true,true,true
72,38,Growth_Arrest,false,false,true
97,84,Proliferation,true,false,false
53,33,Proliferation,true,true,false
124,72,Proliferation,true,false,true
101,103,Growth_Arrest,false,false,false
67,77,Proliferation,true,true,true
90,100,Proliferation,true,false,false
89,52,Growth_Arrest,false,false,true
116,77,Proliferation,true,false,false
87,24,Proliferation,true,false,true
48,100,Growth_Arrest,false,true,false
120,93,Proliferation,true,false,false
83,83,Proliferation,true,true,true
103,68,Proliferation,true,true,true
79,121,Proliferation,true,false,true
86,66,Proliferation,true,false,false
52,82,Proliferation,true,true,true
65,69,Proliferation,true,false,false
58,64,Proliferation,true,false,false
63,74,Growth_Arrest,false,true,true
71,116,Proliferation,true,true,false
69,28,Growth_Arrest,false,true,true
96,60,Proliferation,true,true,true
63,105,Proliferation,true,false,false
68,34,Growth_Arrest,false,false,true
111,69,Growth_Arrest,false,true,true
59,102,Proliferation,true,true,false
67,89,Proliferation,true,false,true
57,101,Proliferation,true,true,false
67,108,Proliferation,true,true,true
79,50,Proliferation,true,true,true
58,70,Proliferation,true,false,true
98,52,Growth_Arrest,false,true,false
91,45,Proliferation,true,false,true
82,54,Proliferation,true,true,false
126,60,Growth_Arrest,false,false,true
70,57,Proliferation,true,true,true
70,52,Growth_Arrest,false,false,false
58,27,Proliferation,true,false,true
103,42,Growth_Arrest,false,false,true
73,63,Growth_Arrest,false,false,true
102,90,Growth_Arrest,false,true,false
118,67,Growth_Arrest,false,true,true
73,123,Proliferation,true,false,true
44,92,Proliferation,true,true,false
124,65,Proliferation,true,false,false
55,65,Proliferation,true,false,false
48,72,Proliferation,true,false,true
49,36,Proliferation,true,false,false
94,118,Growth_Arrest,false,true,true
41,43,Growth_Arrest,false,false,false
52,50,Proliferation,true,true,true
51,44,Growth_Arrest,false,false,false
111,112,Proliferation,true,true,true
63,83,Proliferation,true,false,false
123,88,Proliferation,true,true,true
39,107,Growth_Arrest,false,false,false
102,33,Proliferation,true,true,false
45,103,Growth_Arrest,false,true,false
55,30,Proliferation,true,true,true
47,111,Growth_Arrest,false,false,false
89,34,Growth_Arrest,false,true,false
92,26,Proliferation,true,true,false
99,44,Proliferation,true,true,true
71,68,Proliferation,true,false,true
87,29,Proliferation,true,true,true
92,100,Proliferation,true,true,false
81,50,Growth_Arrest,false,false,false
60,55,Growth_Arrest,false,false,false
60,29,Proliferation,true,false,true
29,60,Proliferation,true,false,false
93,70,Growth_Arrest,false,false,false
115,93,Growth_Arrest,false,false,false
56,68,Growth_Arrest,false,true,true
35,54,Proliferation,true,true,false
63,45,Proliferation,true,false,true
90,75,Growth_Arrest,false,false,true
90,27,Proliferation,true,false,true
100,114,Proliferation,true,true,false
46,53,Proliferation,true,true,false
107,51,Proliferation,true,false,true
35,73,Growth_Arrest,false,false,false
87,53,Proliferation,true,true,true
69,59,Proliferation,true,true,true
68,84,Proliferation,true,true,false
104,46,Growth_Arrest,false,false,true
99,87,Growth_Arrest,false,true,false
119,98,Growth_Arrest,false,true,true
66,22,Proliferation,true,false,true
64,86,Proliferation,true,true,false
97,123,Proliferation,true,true,false
67,127,Proliferation,true,false,false
116,75,Proliferation,true,true,true
79,98,Growth_Arrest,false,true,false
93,114,Proliferation,true,false,false
79,104,Growth_Arrest,false,false,true
92,78,Growth_Arrest,false,false,true
75,120,Proliferation,true,true,false
52,98,Growth_Arrest,false,true,true
24,85,Proliferation,true,true,false
100,54,Proliferation,true,true,false
76,67,Growth_Arrest,false,true,false
94,108,Proliferation,true,false,false
112,98,Growth_Arrest,false,false,true
107,56,Proliferation,true,true,false
57,92,Proliferation,true,false,false
65,58,Proliferation,true,false,true
106,68,Proliferation,true,false,false
71,124,Proliferation,true,true,false
37,96,Proliferation,true,true,false
68,23,Growth_Arrest,false,true,true
67,29,Growth_Arrest,false,true,true
28,92,Proliferation,true,false,true
50,95,Proliferation,true,true,true
102,64,Proliferation,true,false,false
40,60,Growth_Arrest,false,true,true
44,49,Growth_Arrest,false,false,true
96,88,Growth_Arrest,false,false,false
73,117,Proliferation,true,false,false
82,62,Growth_Arrest,false,true,true
62,74,Proliferation,true,true,true
58,42,Proliferation,true,true,false
78,96,Proliferation,true,true,true
50,33,Proliferation,true,true,true
64,79,Proliferation,true,true,false
60,42,Growth_Arrest,false,false,false
57,24,Proliferation,true,true,false
86,86,Proliferation,true,false,true
51,115,Proliferation,true,true,false
45,109,Proliferation,true,false,false
69,104,Proliferation,true,false,false
44,79,Proliferation,true,true,false
73,48,Proliferation,true,true,true
92,122,Proliferation,true,false,false
89,35,Growth_Arrest,false,true,false
89,64,Growth_Arrest,false,true,false
69,113,Growth_Arrest,false,true,false
56,84,Proliferation,true,false,false
106,107,Proliferation,true,false,true
52,105,Proliferation,true,true,false
77,63,Growth_Arrest,false,false,false
62,108,Proliferation,true,true,true
88,65,Growth_Arrest,false,false,false
41,44,Growth_Arrest,false,false,false
77,53,Growth_Arrest,false,false,false
26,55,Proliferation,true,false,false
33,83,Growth_Arrest,false,false,true
84,52,Proliferation,true,false,false
