# cell_size_um=20.0, domain_size_um=1500.0, description="Spheroid pattern with 2000 cells"
x,y,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
26,23,Proliferation,true,false,true
27,36,Proliferation,true,true,true
59,42,Proliferation,true,false,false
58,50,Proliferation,true,false,true
57,46,Proliferation,true,true,true
28,32,Growth_Arrest,false,false,true
32,17,Proliferation,true,false,true
56,36,Proliferation,true,true,false
14,32,Proliferation,true,false,true
43,48,Proliferation,true,false,true
32,33,Proliferation,true,false,true
42,28,Proliferation,true,false,true
28,28,Proliferation,true,false,true
47,60,Growth_Arrest,false,true,false
40,49,Proliferation,true,false,true
39,44,Proliferation,true,true,true
48,35,Proliferation,true,true,true
42,54,Growth_Arrest,false,true,true
38,53,Proliferation,true,false,true
33,14,Growth_Arrest,false,false,false
28,15,Growth_Arrest,false,true,false
19,36,Growth_Arrest,false,true,true
26,34,Growth_Arrest,false,false,false
13,35,Proliferation,true,true,true
17,34,Proliferation,true,false,true
33,36,Proliferation,true,false,false
46,30,Proliferation,true,false,false
52,54,Proliferation,true,false,false
59,46,Proliferation,true,false,false
62,34,Proliferation,true,true,false
23,32,Growth_Arrest,false,true,true
35,36,Proliferation,true,false,false
20,20,Proliferation,true,false,false
30,15,Proliferation,true,false,true
32,21,Proliferation,true,true,true
33,58,Proliferation,true,false,false
33,39,Proliferation,true,true,true
21,38,Proliferation,true,true,false
55,29,Growth_Arrest,false,true,false
49,43,Proliferation,true,false,true
39,22,Growth_Arrest,false,true,false
45,43,Proliferation,true,false,true
27,17,Proliferation,true,true,false
18,39,Proliferation,true,false,false
59,29,Proliferation,true,false,false
44,42,Proliferation,true,false,true
41,15,Growth_Arrest,false,true,true
42,43,Proliferation,true,false,false
37,42,Growth_Arrest,false,true,true
60,35,Growth_Arrest,false,true,false
37,26,Proliferation,true,false,true
21,20,Proliferation,true,false,false
41,34,Proliferation,true,false,false
40,46,Proliferation,true,true,true
38,60,Growth_Arrest,false,true,false
29,53,Proliferation,true,true,false
47,58,Proliferation,true,false,false
47,51,Proliferation,true,true,true
23,46,Proliferation,true,false,true
13,41,Proliferation,true,true,false
29,59,Proliferation,true,true,true
30,16,Growth_Arrest,false,true,false
58,26,Proliferation,true,true,false
27,32,Growth_Arrest,false,false,false
44,22,Growth_Arrest,false,false,true
35,15,Proliferation,true,true,false
49,58,Proliferation,true,false,true
